Date,Value
2018-08-08,4.371
2018-08-09,4.371
2018-08-10,4.371
2018-08-11,4.371
2018-08-12,4.371
2018-08-13,4.352
2018-08-14,4.371
2018-08-15,4.352
2018-08-16,4.352
2018-08-17,4.352
2018-08-18,4.352
2018-08-19,4.352
2018-08-20,4.352
2018-08-21,4.352
2018-08-22,4.352
2018-08-23,4.352
2018-08-24,4.352
2018-08-25,4.352
2018-08-26,4.352
2018-08-27,4.352
2018-08-28,4.371
2018-08-29,4.371
2018-08-30,4.371
2018-08-31,4.371
2018-09-01,4.371
2018-09-02,4.371
2018-09-03,4.371
2018-09-04,4.371
2018-09-05,4.371
2018-09-06,4.371
2018-09-07,4.371
2018-09-08,4.371
2018-09-09,4.371
2018-09-10,4.339
2018-09-11,4.339
2018-09-12,4.371
2018-09-13,4.339
2018-09-14,4.339
2018-09-15,4.339
2018-09-16,4.339
2018-09-17,4.409
2018-09-18,4.409
2018-09-19,4.427
2018-09-20,4.427
2018-09-21,4.427
2018-09-22,4.427
2018-09-23,4.427
2018-09-24,4.427
2018-09-25,4.446
2018-09-26,4.427
2018-09-27,4.427
2018-09-28,4.427
2018-09-29,4.427
2018-09-30,4.427
2018-10-01,4.427
2018-10-02,4.427
2018-10-03,4.427
2018-10-04,4.553
2018-10-05,4.553
2018-10-06,4.553
2018-10-07,4.553
2018-10-08,4.553
2018-10-09,4.553
2018-10-10,4.553
2018-10-11,4.553
2018-10-12,4.553
2018-10-13,4.553
2018-10-14,4.553
2018-10-15,4.553
2018-10-16,4.553
2018-10-17,4.553
2018-10-18,4.553
2018-10-19,4.572
2018-10-20,4.572
2018-10-21,4.572
2018-10-22,4.572
2018-10-23,4.572
2018-10-24,4.553
2018-10-25,4.553
2018-10-26,4.553
2018-10-27,4.553
2018-10-28,4.553
2018-10-29,4.553
2018-10-30,4.553
2018-10-31,4.572
2018-11-01,4.572
2018-11-02,4.572
2018-11-03,4.679
2018-11-04,4.679
2018-11-05,4.679
2018-11-06,4.679
2018-11-07,4.591
2018-11-08,4.591
2018-11-09,4.679
2018-11-10,4.679
2018-11-11,4.679
2018-11-12,4.679
2018-11-13,4.597
2018-11-14,4.578
2018-11-15,4.559
2018-11-16,4.559
2018-11-17,4.559
2018-11-18,4.559
2018-11-19,4.559
2018-11-20,4.559
2018-11-21,4.559
2018-11-22,4.559
2018-11-23,4.559
2018-11-24,4.559
2018-11-25,4.559
2018-11-26,4.559
2018-11-27,4.559
2018-11-28,4.559
2018-11-29,4.453
2018-11-30,4.453
2018-12-01,4.453
2018-12-02,4.453
2018-12-03,4.453
2018-12-04,4.453
2018-12-05,4.434
2018-12-06,4.434
2018-12-07,4.415
2018-12-08,4.415
2018-12-09,4.415
2018-12-10,4.22
2018-12-11,4.415
2018-12-12,4.415
2018-12-13,4.415
2018-12-14,4.346
2018-12-15,4.346
2018-12-16,4.346
2018-12-17,4.415
2018-12-18,4.327
2018-12-19,4.201
2018-12-20,4.201
2018-12-21,4.22
2018-12-22,4.22
2018-12-23,4.22
2018-12-24,4.22
2018-12-25,4.22
2018-12-26,4.182
2018-12-27,4.182
2018-12-28,4.182
2018-12-29,4.182
2018-12-30,4.182
2018-12-31,4.164
2019-01-01,4.164
2019-01-02,4.057
2019-01-03,4.057
2019-01-04,4.038
2019-01-05,4.038
2019-01-06,4.038
2019-01-07,4.038
2019-01-08,4.094
2019-01-09,4.164
2019-01-10,4.075
2019-01-11,4.057
2019-01-12,4.057
2019-01-13,4.057
2019-01-14,4.02
2019-01-15,4.02
2019-01-16,4.038
2019-01-17,4.02
2019-01-18,4.057
2019-01-19,4.057
2019-01-20,4.057
2019-01-21,4.057
2019-01-22,4.057
2019-01-23,4.094
2019-01-24,4.038
2019-01-25,4.057
2019-01-26,4.057
2019-01-27,4.057
2019-01-28,4.075
2019-01-29,4.057
2019-01-30,4.057
2019-01-31,3.95
2019-02-01,3.843
2019-02-02,3.931
2019-02-03,3.931
2019-02-04,3.95
2019-02-05,3.931
2019-02-06,3.843
2019-02-08,3.843
2019-02-09,3.843
2019-02-10,3.843
2019-02-11,3.913
2019-02-12,3.931
2019-02-13,3.931
2019-02-14,3.931
2019-02-15,3.931
2019-02-16,3.931
2019-02-17,3.931
2019-02-18,3.931
2019-02-19,3.913
2019-02-20,3.843
2019-02-21,3.843
2019-02-22,3.931
2019-02-23,3.931
2019-02-24,3.931
2019-02-25,3.843
2019-02-26,3.843
2019-02-27,3.843
2019-02-28,3.843
2019-03-01,3.95
2019-03-02,3.95
2019-03-03,3.95
2019-03-04,3.95
2019-03-05,3.95
2019-03-06,3.931
2019-03-07,3.931
2019-03-08,3.843
2019-03-09,3.843
2019-03-10,3.843
2019-03-11,3.843
2019-03-12,3.843
2019-03-13,3.824
2019-03-14,3.824
2019-03-15,3.824
2019-03-16,3.824
2019-03-17,3.823
2019-03-18,3.823
2019-03-19,3.823
2019-03-20,3.716
2019-03-21,3.679
2019-03-22,3.59
2019-03-23,3.59
2019-03-24,3.59
2019-03-25,3.572
2019-03-26,3.572
2019-03-27,3.535
2019-03-28,3.535
2019-03-29,3.535
2019-03-30,3.535
2019-03-31,3.535
2019-04-01,3.576
2019-04-02,3.646
2019-04-03,3.683
2019-04-04,3.683
2019-04-05,3.683
2019-04-06,3.683
2019-04-07,3.683
2019-04-08,3.683
2019-04-09,3.664
2019-04-10,3.664
2019-04-11,3.646
2019-04-12,3.683
2019-04-13,3.683
2019-04-14,3.683
2019-04-15,3.72
2019-04-16,3.809
2019-04-17,3.809
2019-04-18,3.79
2019-04-19,3.79
2019-04-20,3.79
2019-04-21,3.79
2019-04-22,3.809
2019-04-23,3.809
2019-04-24,3.72
2019-04-25,3.72
2019-04-26,3.701
2019-04-27,3.701
2019-04-28,3.701
2019-04-29,3.701
2019-04-30,3.72
2019-05-01,3.701
2019-05-02,3.72
2019-05-03,3.72
2019-05-04,3.72
2019-05-05,3.72
2019-05-06,3.683
2019-05-07,3.683
2019-05-08,3.665
