Date,ShortVolume,ShortExemptVolume,TotalVolume
2017-04-10,4748.0,0.0,13699.0
2017-04-11,6432.0,100.0,13460.0
2017-04-12,2028.0,0.0,7357.0
2017-04-13,6344.0,0.0,16468.0
2017-04-17,6392.0,0.0,16285.0
2017-04-18,4875.0,0.0,13850.0
2017-04-19,6892.0,31.0,14447.0
2017-04-20,16637.0,0.0,26775.0
2017-04-21,18613.0,0.0,26154.0
2017-04-24,97054.0,0.0,118847.0
2017-04-25,57753.0,0.0,168753.0
2017-04-26,7923.0,0.0,42189.0
2017-04-27,5211.0,0.0,26114.0
2017-04-28,6926.0,0.0,17179.0
2017-05-01,5669.0,0.0,19980.0
2017-05-02,11222.0,0.0,36236.0
